packName,color,text,pick,official
CAH: UK Conversion Kit,black,Next on Sky Sports: The World Championship of _.,1,true
CAH: UK Conversion Kit,black,"Nobody expects the Spanish Inquisition! Our chief weapons are fear, surprise, and _.",1,true
CAH: UK Conversion Kit,black,TFL apologizes for the delay in train service due to _.,1,true
CAH: UK Conversion Kit,black,The Natural History Museum has just opened an interactive exhibit on _.,1,true
CAH: UK Conversion Kit,black,The theme for our senior prom will be _.,1,true
CAH: UK Conversion Kit,black,"Today we honor St. Mungo, the patron saint of _.",1,true
CAH: UK Conversion Kit,black,What are the 3 secrets for a long and happy marriage?,1,true
CAH: UK Conversion Kit,black,What did I bring back from Bali?,1,true
CAH: UK Conversion Kit,black,What killed Mister Rogers?,1,true
CAH: UK Conversion Kit,black,"When I am Prime Minister of the United Kingdom, I will create the Ministry of _.",1,true
Cards Against Humanity Saves America Pack,white,"A $1,000 check from Cards Against Humanity!",,true
Cards Against Humanity Saves America Pack,white,A baby panda that just can't keep its eyes open.,,true
Cards Against Humanity Saves America Pack,white,"A full refund from Cards Against Humanity, paid for by people richer than me.",,true
Cards Against Humanity Saves America Pack,white,A gay Republican somehow.,,true
Cards Against Humanity Saves America Pack,white,A laundry basket full of baby bunnies.,,true
Cards Against Humanity Saves America Pack,white,A really good dog.,,true
Cards Against Humanity Saves America Pack,white,A stack of puppies in a trench coat.,,true
Cards Against Humanity Saves America Pack,white,Getting deported.,,true
Cards Against Humanity Saves America Pack,white,Guacamole.,,true
Cards Against Humanity Saves America Pack,white,How easy it is to climb over a wall with a ladder.,,true
Cards Against Humanity Saves America Pack,white,Lou Gehrig's Disease.,,true
Cards Against Humanity Saves America Pack,white,Mexicans and Muslims.,,true
Cards Against Humanity Saves America Pack,white,My drunk father screaming from the bleachers.,,true
Cards Against Humanity Saves America Pack,white,My money stolen by Cards Against Humanity and redistributed to people poorer than me.,,true
Cards Against Humanity Saves America Pack,white,Our dumb asshole president.,,true
Cards Against Humanity Saves America Pack,white,Slowly shaking my head at a sad statistic.,,true
Cards Against Humanity Saves America Pack,white,Speaking in iambic pentameter.,,true
Cards Against Humanity Saves America Pack,white,Taking a minute to really unpack what Shakespeare is getting at in this scene.,,true
Cards Against Humanity Saves America Pack,white,Teaching my son to love the Red Sox and hate minorities.,,true
Cards Against Humanity Saves America Pack,white,The shocking stupidity of the American public.,,true
Cards Against Humanity Saves America Pack,white,The significance of eyes in King Lear.,,true
Cards Against Humanity Saves America Pack,white,The truth.,,true
Cards Against Humanity Saves America Pack,white,Two baby otters holding hands.,,true
Cards Against Humanity Saves America Pack,white,Two hamsters nibbling on a tiny burrito.,,true
Cards Against Humanity Saves America Pack,white,White people becoming a minority.,,true
Cards Against Humanity Saves America Pack,white,"Yelling ""I got it, I got it!""",,true
Cards Against Humanity Saves America Pack,black,"""They're bringing drugs. They're bringing crime. They're rapists. And some, I assume, are _.""",1,true
Cards Against Humanity Saves America Pack,black,Cry havoc and let slip _!,1,true
Cards Against Humanity Saves America Pack,black,"Now is the winter of our discontent, made glorious summer by _.",1,true
Cards Against Humanity Saves America Pack,black,"The fault, dear Brutus, is not in our stars, but in _.",1,true
Cards Against Humanity Saves America Pack,black,"We want a pitcher, not _!",1,true
Cards Against Humanity Saves America Pack,black,"When asked about the biggest threat facing the nation, 60% of Americans said _.",1,true
Cards Against Humanity Saves America Pack,black,"You see, son, baseball is like _. Don't overthink it.",1,true
ClickHole Greeting Cards Pack (Target Exclusive),white,"A one-star Uber driver named ""Wife of Tarantula.""",,true
ClickHole Greeting Cards Pack (Target Exclusive),white,An explosion of glitter.,,true
ClickHole Greeting Cards Pack (Target Exclusive),white,Eating my children.,,true
ClickHole Greeting Cards Pack (Target Exclusive),white,Emerging from my mother's vagina.,,true
ClickHole Greeting Cards Pack (Target Exclusive),white,Give me kiss.,,true
ClickHole Greeting Cards Pack (Target Exclusive),white,Looking like shit.,,true
ClickHole Greeting Cards Pack (Target Exclusive),white,Luring my husband to the bedroom with a trail of ferret teeth and appearing on the bed in a ferret costume.,,true
ClickHole Greeting Cards Pack (Target Exclusive),white,Mom's special birthday rimjob.,,true
ClickHole Greeting Cards Pack (Target Exclusive),white,My five dead husbands.,,true
ClickHole Greeting Cards Pack (Target Exclusive),white,Turning 70 and still being fuckable.,,true
ClickHole Greeting Cards Pack (Target Exclusive),black,"Hallmark has invented a new holiday. It's called ""_ Day.""",1,true
ClickHole Greeting Cards Pack (Target Exclusive),black,Happy Birthday! I love you. Here's _.,1,true
ClickHole Greeting Cards Pack (Target Exclusive),black,"Honey, it's gonna take more than a shitty greeting card to make up for ten years of _.",1,true
ClickHole Greeting Cards Pack (Target Exclusive),black,I cannot stop smiling about _.,1,true
ClickHole Greeting Cards Pack (Target Exclusive),black,Roses are red. Violets are blue. I am _ and so are you.,1,true
Dad Pack,white,A positive male role model.,,true
Dad Pack,white,Coaching the 7th grade girls basketball team.,,true
Dad Pack,white,Dad coming home drunk.,,true
Dad Pack,white,Dad's big sex night.,,true
Dad Pack,white,Dad's famous chili.,,true
Dad Pack,white,Divorce.,,true
Dad Pack,white,Dolby® Digital Surround Sound.,,true
Dad Pack,white,Emotional unavailability.,,true
Dad Pack,white,Finding a place to sit down.,,true
Dad Pack,white,Flirting with the ladies at the bank.,,true
Dad Pack,white,Forty-two years of repressed homosexuality.,,true
Dad Pack,white,Going bald.,,true
Dad Pack,white,Having a bunch of kids by accident.,,true
Dad Pack,white,Having a heart attack.,,true
Dad Pack,white,Kidnapping Liam Neeson's daughter.,,true
Dad Pack,white,Making the printer work.,,true
Dad Pack,white,Puns.,,true
Dad Pack,white,Sitting on the toilet for 45 minutes.,,true
Dad Pack,white,Standing in the middle of the living room holding two remote controls.,,true
Dad Pack,white,Stealing a child's nose and keeping it forever.,,true
Dad Pack,white,The nipples of a man.,,true
Dad Pack,white,The son of a bitch who knocked up my daughter.,,true
Dad Pack,white,Tripping on an object and becoming angry.,,true
Dad Pack,white,What Dad has to say about Muslims.,,true
Dad Pack,black,"Coming up on Turner Classic Movies:
Sean Connery and Alec Baldwin star in ""The Hunt for _.""",1,true
Dad Pack,black,"FW: re:
FBI WARNING!!! VIOLENT GANGS USING _ TO RECRUIT CHILDREN!",1,true
Dad Pack,black,"Hey, kids.
I'm Connor's dad, but you can call me Mr. _.",1,true
Dad Pack,black,"So apparently Dad was searching Pornhub for ""hot milf _.""",1,true
Dad Pack,black,"Whaddya think, money grows on trees? I'm not paying for _!",1,true
Dad Pack,black,"Young lady, you better knock it off with _ or you're grounded!",1,true
Desert Bus For Hope Pack,white,"$10,000 worth of silica gel.",,true
Desert Bus For Hope Pack,white,A bathroom only for poop.,,true
Desert Bus For Hope Pack,white,A chair-shaped fart sponge.,,true
Desert Bus For Hope Pack,white,A lethal dose of caffeine.,,true
Desert Bus For Hope Pack,white,"Accidentally broadcasting an NSFW video to 5,000 people.",,true
Desert Bus For Hope Pack,white,An encyclopedic knowledge of Night Court.,,true
Desert Bus For Hope Pack,white,Belting out the chorus of a popular song and mumbling through the rest.,,true
Desert Bus For Hope Pack,white,Bill's mom.,,true
Desert Bus For Hope Pack,white,Desert Bus.,,true
Desert Bus For Hope Pack,white,Doing it for the children.,,true
Desert Bus For Hope Pack,white,Having no idea what the fuck is going on.,,true
Desert Bus For Hope Pack,white,Letting the internet feed you.,,true
Desert Bus For Hope Pack,white,Playing one-handed.,,true
Desert Bus For Hope Pack,white,Shipping a fish brick to Ohio.,,true
Desert Bus For Hope Pack,white,The BONE ZONE!,,true
Desert Bus For Hope Pack,white,The D E V I C E.,,true
Desert Bus For Hope Pack,white,The Turner Lickability Scale.,,true
Desert Bus For Hope Pack,white,Whale dong.,,true
Desert Bus For Hope Pack,white,William Shatner watching you.,,true
Desert Bus For Hope Pack,black,Desert Bus: _ for the children.,1,true
Desert Bus For Hope Pack,black,I bless _ down in Africa.,1,true
Desert Bus For Hope Pack,black,"Ken ""_"" Steacy went back into his archives and found his original sketches for _.",2,true
Desert Bus For Hope Pack,black,"The four shifts at Desert Bus: Dawn Guard, Alpha Flight, Night Watch and _.",1,true
Desert Bus For Hope Pack,black,YOU try explaining _ to the media!,1,true
Fantasy Pack,white,A CGI dragon.,,true
Fantasy Pack,white,A dwarf who won't leave you alone until you compare penis sizes.,,true
Fantasy Pack,white,A gay sorcerer who turns everyone gay.,,true
Fantasy Pack,white,A ghoul.,,true
Fantasy Pack,white,A Hitachi Magic Wand.,,true
Fantasy Pack,white,A magical kingdom with dragons and elves and no black people.,,true
Fantasy Pack,white,"A mysterious, floating orb.",,true
Fantasy Pack,white,A weed elemental who gets everyone high.,,true
Fantasy Pack,white,Accidentally conjuring a legless horse that can't stop ejaculating.,,true
Fantasy Pack,white,Bathing naked in a moonlit grove.,,true
Fantasy Pack,white,Dinosaurs who wear armor and you ride them and they kick ass.,,true
Fantasy Pack,white,Eternal darkness.,,true
Fantasy Pack,white,"Freaky, pan-dimensional sex with a demigod.",,true
Fantasy Pack,white,Gender equality.,,true
Fantasy Pack,white,Going on an epic adventure and learning a valuable lesson about friendship.,,true
Fantasy Pack,white,Handcuffing a wizard to a radiator and dousing him with kerosene.,,true
Fantasy Pack,white,Hodor.,,true
Fantasy Pack,white,How hot Orlando Bloom was in Lord of the Rings.,,true
Fantasy Pack,white,Kneeing a wizard in the balls.,,true
Fantasy Pack,white,Make-believe stories for autistic white men.,,true
Fantasy Pack,white,Reading The Hobbit under the covers while mom and dad scream at each other downstairs.,,true
Fantasy Pack,white,Shitting in a wizard's spell book and jizzing in his hat.,,true
Fantasy Pack,white,Shooting a wizard with a gun.,,true
Fantasy Pack,white,The all-seeing Eye of Sauron.,,true
Fantasy Pack,white,"The card Neil Gaiman wrote: ""Three elves at a time.""",,true
Fantasy Pack,white,True love's kiss.,,true
Fantasy Pack,black,"And in the end, the dragon was not evil; he just wanted _.",1,true
Fantasy Pack,black,"Critics are raving about HBO's new Game of Thrones spin-off, ""_ of _.""",2,true
Fantasy Pack,black,"Having tired of poetry and music, the immortal elves now fill their days with _.",1,true
Fantasy Pack,black,Legend tells of a princess who has been asleep for a thousand years and can only be awoken by _.,1,true
Fantasy Pack,black,"Who blasphemes and bubbles at the center of all infinity, whose name no lips dare speak aloud, and who gnaws hungrily in inconceivable, unlighted chambers beyond time?",1,true
Fantasy Pack,black,"Your father was a powerful wizard, Harry. Before he died, he left you something very precious: _.",1,true
Fascism Pack,white,An orgasm so powerful you travel back in time and jizz in Hitler's face.,,true
Fascism Pack,white,Being open to new perspectives on the Holocaust.,,true
Fascism Pack,white,Breaking news about what Hitler's penis was like.,,true
Fascism Pack,white,Cloning Hitler.,,true
Fascism Pack,white,Disco Mussolini.,,true
Fascism Pack,white,Donald Trump's personal copy of Mein Kampf.,,true
Fascism Pack,white,Electro-Stalin.,,true
Fascism Pack,white,Hitler's sound economic policies.,,true
Fascism Pack,white,How cool Nazi airplanes are.,,true
Fascism Pack,white,Presenting your documents at a checkpoint.,,true
Fascism Pack,white,Ruining an entire genre of moustaches.,,true
Fascism Pack,white,Straight up fucking loving authority.,,true
Fascism Pack,white,The cyanide pill you keep on your person at all times.,,true
Fascism Pack,white,The Yad Vashem World Center for Holocaust Research.,,true
Fascism Pack,white,Whatever brave hero killed Hitler.,,true
Fascism Pack,black,"Before swallowing his pride and a cyanide pill, Adolf whispered to Eva, ""Sorry about _"".",1,true
Fascism Pack,black,Leni Riefenstahl's last movie was called Triumph of _.,1,true
Food Pack,white,A belly full of hard-boiled eggs.,,true
Food Pack,white,A joyless vegan party.,,true
Food Pack,white,A sobering quantity of chili cheese fries.,,true
Food Pack,white,A table for one at The Cheesecake Factory.,,true
Food Pack,white,Being emotionally and physically dominated by Gordon Ramsay.,,true
Food Pack,white,Clamping down on a gazelle's jugular and tasting its warm life waters.,,true
Food Pack,white,Committing suicide at the Old Country Buffet.,,true
Food Pack,white,Faulty UIDs.,,true
Food Pack,white,Going vegetarian and feeling so great all the time.,,true
Food Pack,white,Jizz Twinkies.,,true
Food Pack,white,Kale farts.,,true
Food Pack,white,Kevin Bacon Bits.,,true
Food Pack,white,Licking the cake batter off of grandma's fingers.,,true
Food Pack,white,Not knowing what to believe anymore about butter.,,true
Food Pack,white,Oreos for dinner.,,true
Food Pack,white,Real cheese flavor.,,true
Food Pack,white,Soup.,,true
Food Pack,white,Sucking down thousands of pounds of krill every day.,,true
Food Pack,white,Swishing the wine around and sniffing it like a big fancy man.,,true
Food Pack,white,The Dial-A-Slice Apple Divider from Williams-Sonoma.,,true
Food Pack,white,The Hellman's Mayonnaise Corporation.,,true
Food Pack,white,The hot dog I put in my vagina ten days ago.,,true
Food Pack,white,The inaudible screams of carrots.,,true
Food Pack,white,What to do with all of this chocolate on my penis.,,true
Food Pack,black,"Aw babe, your burbs smell like _.",1,true
Food Pack,black,Don`t fear failure fear _,1,true
Food Pack,black,"Excuse me, waiter. Could you take this back? This soup tastes like _.",1,true
Food Pack,black,"I'm Bobby Flay, and if you can't stand _. get out of the kitchen!",1,true
Food Pack,black,It's not delivery. It's _.,1,true
Food Pack,black,Now on Netflix: Jiro Dreams Of _.,1,true
Geek Pack,white,A fully-dressed female videogame character.,,true
Geek Pack,white,A grumpy old Harrison Ford who'd rather be doing anything else.,,true
Geek Pack,white,"A homemade, cum-stained Star Trek Uniform.",,true
Geek Pack,white,Achieving 500 actions per minute.,,true
Geek Pack,white,Charging up all the way.,,true
Geek Pack,white,Eating a pizza that's lying in the street to gain health.,,true
Geek Pack,white,Endless ninjas.,,true
Geek Pack,white,"Forgetting to eat, and consequently dying.",,true
Geek Pack,white,Getting bitten by a radioactive spider and then battling leukemia for 30 years.,,true
Geek Pack,white,Getting bitten by a radioactive spider and then battling leukimia for 30 years.,,true
Geek Pack,white,KHAAAAAAAAN!,,true
Geek Pack,white,Loading from a previous save.,,true
Geek Pack,white,Offering sexual favors for an ore and a sheep.,,true
Geek Pack,white,Running out of stamina.,,true
Geek Pack,white,Separate drinking fountains for dark elves.,,true
Geek Pack,white,Ser Jorah Mormont's cerulean-blue balls.,,true
Geek Pack,white,Sharpening a foam broadsword on a foam whetstone.,,true
Geek Pack,white,Stuffing my balls into a Sega Genesis and pressing the power button.,,true
Geek Pack,white,Taking 2d6 emotional damage.,,true
Geek Pack,white,Tapping Serra Angel.,,true
Geek Pack,white,The Cock Ring of Alacrity.,,true
Geek Pack,white,The collective wail of every Magic player suddenly realizing that they've spent hundreds of dollars on pieces of cardboard.,,true
Geek Pack,white,The depression that ensues after catching 'em all.,,true
Geek Pack,white,Yoshi's huge egg-laying cloaca.,,true
Geek Pack,black,_ is way better in _ mode.,2,true
Geek Pack,black,_: Achievement unlocked.,1,true
Geek Pack,black,"(Heavy breathing) Luke, I am _.",1,true
Geek Pack,black,Press ↓ ↓ ← → B to unleash _.,1,true
Geek Pack,black,What made Spock cry?,1,true
Geek Pack,black,What's the latest bullshit that's troubling this quaint fantasy town?,1,true
Gen Con 2018 Midterm Election Pack,white,41 million Americans living in poverty.,,true
Gen Con 2018 Midterm Election Pack,white,A law that allows factories to dump toxic waste into children's mouths.,,true
Gen Con 2018 Midterm Election Pack,white,A living wage and affordable health care.,,true
Gen Con 2018 Midterm Election Pack,white,A politician who doesn't blow monkey ass.,,true
Gen Con 2018 Midterm Election Pack,white,Crowdfunding my daughter's bone marrow transplant.,,true
Gen Con 2018 Midterm Election Pack,white,Donald Trump's latest fucking thing.,,true
Gen Con 2018 Midterm Election Pack,white,Fentanyl.,,true
Gen Con 2018 Midterm Election Pack,white,Fucking over future generations.,,true
Gen Con 2018 Midterm Election Pack,white,ICE.,,true
Gen Con 2018 Midterm Election Pack,white,Not thinking about the children in cages.,,true
Gen Con 2018 Midterm Election Pack,white,Overturning Roe v. Wade.,,true
Gen Con 2018 Midterm Election Pack,white,Propping up Ruth Bader Ginsburg's corpse and moving her jaw up and down.,,true
Gen Con 2018 Midterm Election Pack,white,Pseudointellectual centrist bullshit.,,true
Gen Con 2018 Midterm Election Pack,white,Rising to power on a wave of ethnic nationalism.,,true
Gen Con 2018 Midterm Election Pack,white,"Sean Spicer, Reince Priebus, Steve Bannon, Sebastian Gorka, Omarosa, Anthony Scaramucci, James Comey, Mike Flynn, Rex Tillerson, Ty Cobb, Andrew McCabe, K. T. McFarland, H. R. McMaster, Gary Cohn, Hope Hicks, Rob Porter, Scott Pruitt, and Tom Price.",,true
Gen Con 2018 Midterm Election Pack,white,Totally ineffective political satire.,,true
Gen Con 2018 Midterm Election Pack,black,"If Mike Pence could dream, he would dream about _.",1,true
Gen Con 2018 Midterm Election Pack,black,What will finally make me care?,1,true
House of Cards Pack,white,25 shitty jokes about House of Cards.,,true
House of Cards Pack,white,A childless marriage.,,true
House of Cards Pack,white,A homoerotic subplot.,,true
House of Cards Pack,white,A mucous plug.,,true
House of Cards Pack,white,An older woman who knows her way around the penis.,,true
House of Cards Pack,white,An origami swan that's some kind of symbol?,,true
House of Cards Pack,white,Carbon monoxide poisoning.,,true
House of Cards Pack,white,Discharging a firearm in a residential area.,,true
House of Cards Pack,white,Forcing a handjob on a dying man.,,true
House of Cards Pack,white,Getting eaten out while on the phone with Dad.,,true
House of Cards Pack,white,Making it look like a suicide.,,true
House of Cards Pack,white,My constituents.,,true
House of Cards Pack,white,Punching a guy through a wall.,,true
House of Cards Pack,white,Ribs so good they transcend race and class.,,true
House of Cards Pack,white,Strangling a dog to make a point to the audience.,,true
House of Cards Pack,white,The sensitive European photographer who's fucking my wife.,,true
House of Cards Pack,black,"A wise man said, ""Everything is about sex. Except sex. Sex is about _.""",1,true
House of Cards Pack,black,"Because you enjoyed _, we thought you'd like _.",2,true
House of Cards Pack,black,Cancel all my meetings. We've got a situation with _ that requires my immediate attention.,1,true
House of Cards Pack,black,"Corruption. Betrayal. _. Coming soon to Netflix, ""House of _.""",2,true
House of Cards Pack,black,I can't believe Netflix is using _ to promote House of Cards.,1,true
House of Cards Pack,black,"I'm not going to lie. I despise _. There, I said it.",1,true
House of Cards Pack,black,"If you need him to, Remy Danton can pull some strings and get you _, but it'll cost you.",1,true
House of Cards Pack,black,Our relationship is strictly professional. Let's not complicate things with _.,1,true
House of Cards Pack,black,"We're not like other news organizations. Here at Slugline, we welcome _ in the office.",1,true
Jack White Show Pack,white,A bizarre partnership with Cards Against Humanity.,,true
Jack White Show Pack,white,"A quiet, poignant acoustic guitar ballad.",,true
Jack White Show Pack,white,Jack White.,,true
Jack White Show Pack,white,Jack White's collection of taxidermied animal heads.,,true
Jack White Show Pack,white,Jack White's mom coming on stage and dancing.,,true
Jack White Show Pack,white,Jack White's testosterone-fueled dementia.,,true
Jack White Show Pack,black,"When Jack White performed at the Aragon Ballroom in Chicago on Nov. 19, 2018, he surprised fans with _.",1,true
Jew Pack/Chosen People Pack,white,A big brain full of facts and sadness.,,true
Jew Pack/Chosen People Pack,white,A headache that's definitely cancer.,,true
Jew Pack/Chosen People Pack,white,A lifetime of internalized guilt.,,true
Jew Pack/Chosen People Pack,white,A little bit of schmutz right there.,,true
Jew Pack/Chosen People Pack,white,A three-foot-tall corned beef sandwich.,,true
Jew Pack/Chosen People Pack,white,Bags of money.,,true
Jew Pack/Chosen People Pack,white,Being chosen by God to win a free iPod Nano.,,true
Jew Pack/Chosen People Pack,white,Chopping off a bit of the penis.,,true
Jew Pack/Chosen People Pack,white,Demolishing that ass like a Palestinian village.,,true
Jew Pack/Chosen People Pack,white,Hiding from the Nazis.,,true
Jew Pack/Chosen People Pack,white,Holding up the line at Walgreens by trying to use an expired coupon.,,true
Jew Pack/Chosen People Pack,white,Pork products.,,true
Jew Pack/Chosen People Pack,white,Resurrecting an army of six million Jews and conquering Germany.,,true
Jew Pack/Chosen People Pack,white,Sacrificing Isaac to the Lord.,,true
Jew Pack/Chosen People Pack,white,Some kind of concentrated encampment for people.,,true
Jew Pack/Chosen People Pack,white,Suddenly remembering that the Holocaust happened.,,true
Jew Pack/Chosen People Pack,white,The blood of Christian babies.,,true
Jew Pack/Chosen People Pack,white,The ethical implications of enjoying a Woody Allen film in light of the allegations against him.,,true
Jew Pack/Chosen People Pack,white,The part of Anne Frank's diary where she talks about her vagina.,,true
Jew Pack/Chosen People Pack,white,Thy neighbor's wife.,,true
Jew Pack/Chosen People Pack,white,Torturing Jews until they say they're not Jews anymore.,,true
Jew Pack/Chosen People Pack,white,Usury.,,true
Jew Pack/Chosen People Pack,white,Wandering the desert for 40 years.,,true
Jew Pack/Chosen People Pack,white,What it means to be a Jewish woman in contemporary society.,,true
Jew Pack/Chosen People Pack,white,Whoopi Goldberg.,,true
Jew Pack/Chosen People Pack,black,"According to Freud, all children progress through three stages of development: the oral stage, the anal stage, and the _ stage.",1,true
Jew Pack/Chosen People Pack,black,"Can't you see? The Jews are behind everything-the banks, the media, even _!",1,true
Jew Pack/Chosen People Pack,black,"Coming to Broadway next season: ""_ on the Roof.""",1,true
Jew Pack/Chosen People Pack,black,"Oh, your daughter should meet my son! He gives to charity, he loves _ and did I mention he's a doctor?",1,true
Jew Pack/Chosen People Pack,black,What's so important right now that you can't call your mother?,1,true
Mass Effect Pack,white,An armored Krogan war-clitoris.,,true
Mass Effect Pack,white,An emergency induction port.,,true
Mass Effect Pack,white,An extremely long elevator ride.,,true
Mass Effect Pack,white,Bone-shattering sex with a metal woman.,,true
Mass Effect Pack,white,Falling I actual love with a video game character.,,true
Mass Effect Pack,white,My complicated backstory that you will soon learn about.,,true
Mass Effect Pack,white,Running a few errands before saving the galaxy.,,true
Mass Effect Pack,white,Space racism.,,true
Mass Effect Pack,white,The Genophage.,,true
Mass Effect Pack,white,Totally fuckable aliens.,,true
Mass Effect Pack,black,"Coming this spring from BioWare, Mass Effect: _.",1,true
Mass Effect Pack,black,"I'm Commander Shepard, and this is my favorite place for _ on the Citadel.",1,true
Mass Effect Pack,black,It turns out the Reapers didn't want to destroy the galaxy. They just wanted _.,1,true
Mass Effect Pack,black,"We were the two best hand-to-hand combatants on the ship. I had reach, but she had _.",1,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,"A hit new fantasy show called ""Penis Man.""",,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,A magnificent chrome sphere that roams the streets evaporating criminals.,,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,Eating up whatever slop Marvel throws out there.,,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,"Hot dog, the game you can eat, but only once.",,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,Not exercising.,,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,Running afoul of the sultan's Janissaries.,,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,"Scrimshaw, the art of bone carving.",,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,The illusion of linear time.,,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),white,The last season of Game of Thrones.,,true
Nerd Bundle: A Few More Cards For You Nerds (Target Exclusive),black,Did not enjoy _. One star.,1,true
"PAX 2010 ""Oops"" Kit",white,A Bitch Slap.,,true
"PAX 2010 ""Oops"" Kit",white,Chunks of food in my teeth,,true
"PAX 2010 ""Oops"" Kit",white,Extremely tight trousers.,,true
"PAX 2010 ""Oops"" Kit",white,One unforgettable night of passion.,,true
"PAX 2010 ""Oops"" Kit",white,"Strafing an Afghan shepherd and his sad, sickly goats.",,true
"PAX 2010 ""Oops"" Kit",white,The boy who sucks the farts our of my sweatpants.,,true
"PAX 2010 ""Oops"" Kit",white,The entire Mormon Tabernacle Chior.,,true
"PAX 2010 ""Oops"" Kit",white,The few shreds of tinsel still clinging to my asshole.,,true
"PAX 2010 ""Oops"" Kit",white,Throwing another pidgey in the wood chipper.,,true
"PAX 2010 ""Oops"" Kit",black,_: Has science gone too far?,1,true
"PAX 2010 ""Oops"" Kit",black,"Daddy, why is Mommy crying?",1,true
"PAX 2010 ""Oops"" Kit",black,"Dear Agony Aunt, I'm having some trouble with _ and I need your advice.",1,true
"PAX 2010 ""Oops"" Kit",black,I dropped my cellphone in the _ and now it won't work anymore.,1,true
"PAX 2010 ""Oops"" Kit",black,Who ate my _ again?,1,true
PAX East 2013 Promo Pack A,black,"I have an idea even better than Kickstarter, and it's called _starter.",1,true
PAX East 2013 Promo Pack A,black,You have been waylaid by _ and must defend yourself.,1,true
PAX East 2013 Promo Pack B,white,Getting inside the Horadric Cube with a hot babe and pressing the transmute button.,,true
PAX East 2013 Promo Pack B,white,"Loan sharks or left sharks, whichever",,true
PAX East 2013 Promo Pack B,white,Punching a tree to gather wood.,,true
PAX East 2013 Promo Pack B,white,Sharpie lipstick,,true
PAX East 2013 Promo Pack B,white,Spending the year's insulin budget on Warhammer 40k figurines.,,true
PAX East 2013 Promo Pack B,white,The desparate girl who wanted to be a mom so bad that she robbed a sperm bank.,,true
PAX East 2013 Promo Pack B,white,The rocket launcher.,,true
PAX East 2013 Promo Pack B,white,Violating the First Law of Robotics.,,true
PAX East 2013 Promo Pack B,black,Action stations! Action stations! Set condition one throughout the fleet and brace for _!,1,true
PAX East 2013 Promo Pack B,black,"In the final round of this year's Omegathon, Omeganauts must face off in a game of _.",1,true
PAX East 2013 Promo Pack C,white,Achieving a gangbang life goal,,true
PAX East 2013 Promo Pack C,white,Charisma,,true
PAX East 2013 Promo Pack C,white,Forgetting to move the damn Elf on the Shelf,,true
PAX East 2013 Promo Pack C,white,Judging elves by the color of their skin and not by the content of their character.,,true
PAX East 2013 Promo Pack C,white,Smashing all the pottery in a Pottery Barn in search of rupees.,,true
PAX East 2013 Promo Pack C,white,The Klobb.,,true
PAX East 2013 Promo Pack C,white,Vespene gas.,,true
PAX East 2013 Promo Pack C,white,Wil Wheaton crashing an actual spaceship.,,true
PAX East 2013 Promo Pack C,black,"I don't know exactly how I got the PAX plague, but I suspect it had something to do with _.",1,true
PAX East 2013 Promo Pack C,black,Priests think about _ in their free time.,1,true
PAX East 2014,white,A giant mechanical bird with a tragic backstory.,,true
PAX East 2014,white,A grumpy spiritual director.,,true
PAX East 2014,white,All of the good times and premium gaming entertainment available to you in the Kickstarter room.,,true
PAX East 2014,white,Attacking from Kamchatka.,,true
PAX East 2014,white,Collecting all seven power crystals.,,true
PAX East 2014,white,Demons and shit.,,true
PAX East 2014,white,Endless pleasure.,,true
PAX East 2014,white,Futuristic death sports.,,true
PAX East 2014,white,Getting bitten by a radioactive spider and then battling leukemia for 30 years.,,true
PAX East 2014,white,KHAAAAAAAAAN!,,true
PAX East 2014,white,Lagging out.,,true
PAX East 2014,white,Mistakenly hitting on a League of Legends statue.,,true
PAX East 2014,white,Separation of merch and state.,,true
PAX East 2014,white,Serana William`s black sweaty scrotum,,true
PAX East 2014,white,Stuffing my underwear with pancakes.,,true
PAX East 2014,white,Taking 3 hours to go on a 15 minute errand,,true
PAX East 2014,white,The imagination of Peter Jackson.,,true
PAX East 2014,white,The old gods.,,true
PAX East 2014,white,"The pure, Zen-like state that exists between micro and macro.",,true
PAX East 2014,white,The Star Wars universe.,,true
PAX East 2014,white,Whatever Final Fantasy bullshit happened this year.,,true
PAX East 2014,white,"Xena, Warrior Princess.",,true
PAX East 2014,black,_ is way too much responsibility for me.,1,true
PAX East 2014,black,(insert name) died when _.,1,true
PAX East 2014,black,"Unfortunately, Neo, no one can be told what _ is. You have to see it for yourself.",1,true
PAX East 2014,black,"What the hell?! They added a 6/6 with flying, trample and _.",1,true
PAX East 2014,black,"You think you have defeated me? Well, let's see how you handle _.",1,true
PAX East 2014 - Panel Cards,white,A floor that is literally made of lava.,,true
PAX East 2014 - Panel Cards,white,All this liquid in my mouth.,,true
PAX East 2014 - Panel Cards,white,Exciting content!,,true
PAX East 2014 - Panel Cards,white,Giving a dolphin a handjob for science.,,true
